,place,date,category,place ,Tagline,Review 
0,Grand_Targhee_Ski_Resort,Mar 2022,not available, ,Let's ski the Tetons!,"Skied Grand Targhee and Jackson Hole the first week of March. Although it did not snow as much as we would have liked it to, we had the best time! I largely attribute my positive stay with the ski in - ski out accommodations at Grand Targhee Ski Resort. Great terrain, great food, great shuttle, great value. Can't wait to visit again!"
1,Grand_Targhee_Ski_Resort,Mar 2022,not available,"Ridgway, CO ",ski in/ski out,ski in/ski out can't be beat. All amenities available at the base. Tasty food and craft beers apres.
2,Grand_Targhee_Ski_Resort,Feb 2022,not available,"Washington DC, DC ",Day at Grand Targhee,"A group up of us came over from Jackson Hole to ski Targhee on a very cold cloudy weekday. Huge amounts of terrain, not crowded. Snow conditions were good. It is a one or two day ski trip ski area."
3,Grand_Targhee_Ski_Resort,Feb 2022,not available,"Plymouth, MI ","First timer, definitely won't be the last time! Love this place!","First time here, and it won't be the last. The resort reminded me a bit of Brighton, Utah, in that it is a compact base area, with minimal lodging. While only a little bit of snow fell during our week stay, the conditions kept the snow nice, and it was easy to set an edge into the snow which was nice, considering nearby places like Jackson Hole were hardpacked ice. Must be a magical weather bubble over the Ghee!    I'm a pretty good snowboarder for a 54 year old, and the Blacks and Blue runs are aptly scored. The terrain is really good for snowboarders too - not too narrow, and the glades with actual spaces between the trees allow the adventurous to weave their way down without worrying too much of hitting a dead end. Great balance of open terrain to non-groomed glade areas.    The high speed chairs really zip along, and even the Blackfoot chair isn't too slow - but that doesn't matter as you'll be glad to rest your legs a bit between fun runs.    We stayed at the Lofts (5 story walk up lodging, and got a 2nd floor room). The ability to snowboard right to our lodging building and take a break was fantastic. The lodging is a bit dated, but it was clean, and the rooms were warm and comfortable - never lacked for hot water for showers either.    I love the low-key vibe, nice compact 'base village' and friendly nature of the area. It's great staying at a place that doesn't feel like a giant corporate ski resort machine that churns visitors in/out like an assembly line. Such a relaxing vibe.  The nearby town of Driggs, ID is also great to have nearby - good restaurants too. I'm definitely coming back to Grand Targhee! I'm a fan!"
4,Grand_Targhee_Ski_Resort,Feb 2022 , Couples, ,Delightful experience,"Great resort, friendly staff, good skiing and amazing views. Second time and certain there will be more."
5,Grand_Targhee_Ski_Resort,Jan 2022 , Family,"Idaho Falls, ID ",Increased Prices,This used to be one of our favorite places to ski but as prices went up it got less affordable to go as a family. We decided to go check it out again after the holiday crowds have cleared out some. They’ve changed the parking now where part of the lot is paid. We got there early but were still in a lower lot. We did not see a a ride to the hill. The crowds weren’t to bad since it was after the holiday rush. The “No Easy Way Down” signs were up at the start of the day and there was no visibility at the top due to a current storm. We’ve skied here enough to know the trails but with the wind and icy snow it was a struggle. There was also a lot of ungroomed powder which can be a good thing but it was very heavy and hard to ski. They closed Dreamcatcher part way through the day so we had to ski the easier chair Shoshone and wait in lines. We’ve found over the years the employees are less and less friendly and it doesn’t have the welcoming feel it once had. If the conditions are right it can be a great day of skiing but with fewer discounts and higher prices we don’t go as often as we used to.
6,Grand_Targhee_Ski_Resort,Jan 2022 , Couples,"Cleveland, OH ","Amazing skiing and views, not to be missed!","We had been told by avid skiers that if we were in the area, this place was NOT to be missed. We are so glad we took their advice and made a 3 night stop at this resort. We had just skied 5 days at Big Sky and we were on our way to Jackson Hole. Grand Targhee is not on Ikon, but the $115 lift ticket is worth every penny. There are only 3 lifts, but those 3 lifts offer so much open beautiful terrain. We did not have the powder that they are famous for but it really didn’t matter to us. There were no lift lines at all. The main lodge is small and the bathrooms and locker situation could use some updating. We took a private lesson with Tuffy ( I skied the morning and my husband skied the afternoon) which was the highlight of my trip. I learned so much in my 1/2 day and it has served me well here in Jackson Hole. Thank you Tuffy!!!!! Since everything is so close we put our boots on in the car and walked to the lifts. Parking is also free which is great. We can’t wait to return !"
7,Grand_Targhee_Ski_Resort,Dec 2021 , Family,"New Albany, OH ",Great holiday ski vacation spot,"If you want early season snow, short lift lines, friendly and professional staff, and nice low key vibe then Grand Targhee is the spot. It has much more of a local feel than the large ski resorts.  Note that Targhee does not have the luxury or creature comforts of a larger resort, so go in with the right expectations."
8,Grand_Targhee_Ski_Resort,Dec 2021 , Family, ,Loft can pack in 14 easy,Staying so close to the lifts in there loft was really nice. No elevator but fantastic views. And we came 12 kids in and only one slept on the ground in a sleeping bag. No one of my kids out there friends complained about the room. That says a lot.
9,Grand_Targhee_Ski_Resort,Dec 2021,not available, ,Perfect!!,"We could not have picked a more beautiful place to spend our Christmas this year! Lots of snow, beautiful views, good food, friendly people!"
10,Grand_Targhee_Ski_Resort,Dec 2021 , Family,"Landers, CA ",Worst Service Resort,"We have patronized this resort for years. I love the hill and the relatively easy atmosphere that comes from a smaller resort. However, this place has bar none the WORST customer service of any resort I have visited. From lodging to guest services to the pro shop, they will DO NOTHING to assist or, even worse, make things right. Unfortunately Grand Targhee is now raising their prices and looking to complete with the bigger ski resorts. Good luck Grand Targhee….it’s going to take a lot to get this place in shape. We have tolerated beat up, worn out facilities in exchange for a relaxed, friendly, family oriented environment. Sadly that place is a distant memory."
11,Grand_Targhee_Ski_Resort,Nov 2021 , Family,"Punta del Este, Uruguay ",Great experience!!!,"Great place, good snow, great people. If you have an issue with altitud you can get a bit tired. The place is fantastic. It is great to learn to ski, specially kids."
12,Grand_Targhee_Ski_Resort,Sep 2021 , Couples,"Whitewater, KS ",Amazing views!,Stumbled onto this place from our cabin in Driggs Idaho. Ski resort by winter bicycle haven in summer!!! Watched the ski lift and ate at the restaurant!!! Chicken sandwich was amazing!!! Waitress was friendly and very informative!! Will be going back to ride the lift!!!
13,Grand_Targhee_Ski_Resort,Aug 2021,not available,Indianapolis ,Fabulous!,We visited this resort and found that in the summer it is a bicyclers haven! We rode the ski lift to the 9800 ft above sea level peak. The view is spectacular! They have a great gourmet restaurant at the bottom of the ski lift where we had great flat bread and Bore ribs. We enjoyed watching the mountain bikers ride down from the summit of the mountain.
14,Grand_Targhee_Ski_Resort,Apr 2021 , Family, ,Amazing ski experience!,"Skiing closing weekend was amazing! We skied 3 days prior at Jackson Hole. Snow was rough for last weekend, which was expected. Planned one day at Targhee and it was PERFECT! I wish we would have stayed more days here as well. My 8 and 10 year old skied this mountain with confidence and gusto. Resort set up is darling, had a fantastic meal at The Branding Iron and used the pool and hot tub before bed. Next trip we will ski more days at Targhee. We stayed in the Souix Lodge and had a wonderful room. This is a much smaller resort than JHMR, but truly a gem. Teton View to the traverse had the most spectacular views!!"
15,Grand_Targhee_Ski_Resort,Apr 2021 , Business, ,Pierce Skate & Ski’s 10th Annual End-of-Season Ski Testing Trip,"If you are looking to break away from the “Corporate” ski & snowboard experience the “Ghee” is the place to be. Fantastic snow quality, quantity, scenery & terrain; with a great independent spirit & vibe."
