,place,date,category,place ,Tagline,Review 
0,Old_Faithful,Sep 2021 , Couples,"Granby, CT ",It’s a classic,"As faithful as it’s name - if you can, watch from different viewpoints. Loved the deck at the inn with lunch or a cocktail, from the top of observation point and from the geyser basin trail."
1,Old_Faithful,Oct 2021 , Couples,"Florham Park, NJ ",One of the best national parks - don’t miss it,"Stayed 5 days inside the park. 4 days would be ok, 3 days maybe to little. Of course saw old faithful, can’t miss. During covid, finding a table to sit at and eat was difficult. Mornings were cold, no snow yet. Plenty of gysers. No traffic jams during this time. Stayed in the cabin, unfortunately no room in the main bldg. we drove ourselves around wo issue. We did take the 1937 touring car tour which is a must do. Let someone else drive and talk to give a different perspective. Fabulous national park, don’t miss it. We did buy 1 can of bear spray and didn’t use it."
2,Old_Faithful,Aug 2021 , Couples,"Seattle, WA ",Parking can be a nightmare,"Let me tell you, if you are visiting in the summer during nice weather...parking at old faithful with be terrible. We visited on a Thursday, in August and circled the lot for about 25 minutes to grab a spot. People started creating their own spots on gravel by the time we left. A park ranger did tell us that we picked one of the BUSIEST 3 day stretches during this summer... but they aren't sure why. Anyways, LUCKILY by the time we walked up to old faithful it blew 3 minutes later. Talk about perfect timing. Pack your patience, that's for sure. They are actually pretty spot on with predicting the times that it will blow. It's usually every 40-126 minutes. We saw it blow twice by pure coincidence. After watching it the first time we walked around the geysers that surround old faithful and concluded that walk right as it blew for a second time. Definitely plan to walk behind old faithful and down a cement path, over the river and onto the wooden docks that lead you to the other geysers. Follow the crowds of people and they will lead you straight to them. Behind old faithful were some great geysers!! Do not miss those.    There is a cafeteria next to old faithful although we chose not to eat there. It seemed to be nothing special. Of course there is a gift shop there and restrooms.    Plan to spend 2.5 or so hours there (depending on when it blows) to ensure time to walk around the other geysers that surround old faithful. If you are in Yellowstone, old faithful is a must see."
3,Old_Faithful,Sep 2021,not available,Colorado ,Breathtaking and Worth it!,"It was more than I expected! We were there at 5am, pretty cold, but yet there were already people there. We watched it go off three times over the course of the morning/day from different vantage points. First, right there in the ""usual spot,"" second we climbed up to watch it from above...that was so neat!.....and third, was watching it from behind as we walked the loop around Old Faithful to see all of the other geysers in the area! This is definitely worth it...though I can't imagine watching this with hundreds of people. The most that were there when we went was around 100."
4,Old_Faithful,Oct 2021,not available,"Sandy Springs, GA ",Old faithful,Go early so you can find a seat so you don’t have to stand. When I was there I took a  awesome slow mo video of old faithful erupting.
5,Old_Faithful,Oct 2021,not available,Illinois ,Fantastic!,"Loved seeing Old Faithful spew! We were very lucky. Arrived, parked in front of the visitor center, used the facilities, arrived at the geyser, watched it spew (within 5 minutes), and were on our way to the next sight in less than 30 minutes! We couldn't have planned it any better."
6,Old_Faithful,Sep 2021,not available,"Argyle, TX, ",Awesome Geyser,I would have waited any length of time to see Old Faithful erupt - it turned out to be over 90 minutes. If you just miss an eruption I suggest you get lunch or a snack while waiting. There is seating surrounding the geyser. A look at the visitor center is another option. The wait was well worth it as the park's most famous geyser finally blew.
7,Old_Faithful,Jun 2021 , Family,"Elk Grove, CA ",Give yourself lots of time,"When we went to see Old Faithful we got there early in the morning, but missed the eruption by 5min, so we had to wait 90min for the next one. It wasn’t terrible as there is plenty to see and do in this area, but I would definitely recommend checking the app for the eruption times. I was bummed out about how far the seating was from the geyser. You can get so close to so much in Yellowstone that it was a little bit of a bummer how far back we were. Also give yourself lots of time in this area to explore the other sights, shops, and Old Faithful Inn."
8,Old_Faithful,Aug 2021,not available,"Kalamazoo, MI ",Worth waiting for!,"Definitely a bucket list item! Need patience to wait however!!! They post times but they are approximate. So many people had waited 30 -40 min and gave up and left and immediately after is when it blew! Don't be one that misses out! So many pictures as not sure ""when"" it will really blow, is it now? nope! lol. But definitely something to see, just be patient! You will know when it is done! Beautiful park and so much to see! If you don't have a chair to sit while waiting there are plenty of logs to sit on."
9,Old_Faithful,Jun 2021 , Couples,"Batesville, AR ",Old Faithful,Loved walking on the trail and seeing the scenery. It's so much prettier in person. I would recommend this park to everyone.
10,Old_Faithful,Oct 2021 , Friends,"San Antonio, TX ",Once is enough,I love that they post eruption times so you can enjoy other activities until close to the main event. Seating was available and it erupted almost at the predicted time. It was great to see but once is enough for me.
11,Old_Faithful,Sep 2021,not available,"Phoenix, AZ, ",On Time,If you only are going to see one geyser and don't want to wait around for others then this is the one to see. It is a large geyser but not the best in my opinion. Grand is better in its performance.
12,Old_Faithful,Sep 2021,not available,"Fenton, MI ",Old Faithful,"Bucket list item for sure, we got there early in the morning which I highly recommend. There was a large line going to Old Faithful in the early afternoon."
13,Old_Faithful,Sep 2021,not available,"Moncks Corner, SC ",Must-see,"I was a little cynical about this at first, thinking it wouldn't be anything that wow-worthy, but I was totally wrong!! It was awe-inspiring to see and a must-see. Quick word of advice, when it's over, hustle to the gift shop before the restroom line gets too long (ladies know what I'm talking about!) . The gist shop staff were very nice and helpful. We did not eat in the café but instead grabbed some items from the grocery store side to take in the car as we had a long day of riding through YNP to see the sites."
14,Old_Faithful,Sep 2021 , Couples,"Jacksonville, FL ",Historical Landmark!,The Old Faithful Geyser is something I’ve heard about all my life so finally getting to see it was a thrill! The park service has a board near the geyser with eruption times listed. We had time to visit the gift shop and get a beer from the restaurant before it blew. The crowds are spread out so it was easy to view. There are places to sit up close but we were further back and still could see it fine. They have a good size village there with lots of shopping and eating available.
15,Old_Faithful,Sep 2021,not available,"Palm Desert, CA ",Loved it!,Our tour driver arrived just in time to see Old Faithful erupt. It was a sight to see. I recommend also seeing the Old Faithful Inn.
