,place,date,category,place ,Tagline,Review 
0,Antler_Arches_of_Jackson,Mar 2022,not available,"Houston, TX ",Jackson Ski Trip,You have to have a photo in one of the 4 corners with Antlers. I suggest one in the day and one at night the they light them up.
1,Antler_Arches_of_Jackson,Jun 2021,not available,"Houston, TX ",great photo op,great place for a nice vacation photo. people take turns and even offer to take your group pic. right downtown so worth a quick stop for a picture or to just sit in the park and enjoy the view.
2,Antler_Arches_of_Jackson,Oct 2021,not available, ,Unusual arches,"Liked the story behind the Arches, Boy Scouts and the Jackson working together. Very unusual arches."
3,Antler_Arches_of_Jackson,Sep 2021,not available,"Portland, Oregon ",All Four Corners,"We'd never seen anything like the antler arches. A must-see for the photographer. There's 4 of them to choose from, so if it's crowded at one, try another."
4,Antler_Arches_of_Jackson,Aug 2021,not available,"Williamsville, NY ",Great photo op!,"All 4 corners of the square have giant antler arches. Makes for a great photo op. Extremely unique. Quaint shoppes line the square, lots of souvenirs and other stores to shop at."
5,Antler_Arches_of_Jackson,Jan 2021,not available,"Bartow, FL ",Iconic,Iconic. What more can I say. It’s not thrills and adventure but it is something you must do while in Jackson
6,Antler_Arches_of_Jackson,Jun 2021,not available,"Fishers, IN ",They're just antlers,I'm not sure why the great draw here but we took the obligatory pictures of the kids under the arches. We would not make a special trip just to see these arches but they were on our way from the car to the main drag.
7,Antler_Arches_of_Jackson,Sep 2021,not available, ,A Jackson Hole Icon,"Once you visit Jackson Hole, you will quickly see that a picture in front of the antler arches is a must do!"
8,Antler_Arches_of_Jackson,Sep 2021,not available, ,Very cool little square downtown,"Great place to sit and people watch, take pictures or enjoy your meal outside if it’s as beautiful out as it was for us"
9,Antler_Arches_of_Jackson,Sep 2021 , Solo,"Lafayette, LA ",Vacation,Great place to take a few photos. I can’t believe that they are real. The history behind it makes it even more special to appreciate what they’ve done to put them together.
10,Antler_Arches_of_Jackson,Sep 2021,not available,"The Villages, FL, ",Astonish,"As you travel in the center of Jackson Hole, you are going to cross these arches made of thousands of antlers. Elk shed their antlers while in the National Elk Refuge and the Boy Scouts troops harvest them. Antler are then auctioned off."
11,Antler_Arches_of_Jackson,Aug 2021,not available,"Maumee, OH ",Neat!,This is something neat to see. It provides a great photo op with just a little time and effort. It is in the middle of the town square and if you are going downtown you might as well take a walk over to see the arches!
12,Antler_Arches_of_Jackson,Aug 2021,not available,"Asheville, NC, ",Great,The arch which is located in the Town Square makes for great photos. I would recommend stopping by if you have a chance.
13,Antler_Arches_of_Jackson,Aug 2021,not available,"Pensacola, FL ",Very cool for a Photo Opportunity!,"The town is so cute to walk around, so a s top at the Town Square park and a photo under one of the Antler arches is a must. It is pretty cool!"
14,Antler_Arches_of_Jackson,Aug 2021,not available,"Rochester, MN, ",Iconic,"1 set of arches on each corner of the town square, same that you see at the airport after exiting the plane upon landing."
15,Antler_Arches_of_Jackson,Jul 2021,not available,"Merritt Island, FL ",Antler Arches,Very interesting to see antlers being put to use in a unique artistic way. Not only were they in Town Square I also noticed them in Jackson Hole Airport
16,Antler_Arches_of_Jackson,Jul 2021,not available,"Knoxville, TN ",cool for pix,makes the square in town very local & cool! great place to take family pictures & for kids to play around
17,Antler_Arches_of_Jackson,Jun 2021,not available,"Birch Run, MI, ",Huge antler arches,Nice little square in Jackson with these huge antler arches on every corner. Good for a photo op. Lot of folks doing the same so easy to get our picture taken together.
