,place,date,category,place ,Tagline,Review 
0,National_Elk_Refuge,Feb 2022 , Friends,"Nashville, TN, ",A nice diversion when in Jackson hole,A nice little drive with the ability to look for big horn sheep and seeing elk. Friendly rangers. Pull offs for viewing. Make sure to pull off only where marked in the winter. Saw a car stuck in the snow from pulling off in the wrong area.
1,National_Elk_Refuge,Mar 2022,not available,"Macon, GA ",Made our Trip!!!!,"You MUST go!!!!!! It was easy to sign up, the cost was reasonable, the shuttle out was nice, our driver was knowledgeable and made sure that all of our questions were answered. It was amazing to see the animals.......I HIGHLY recommend this experience!!!!!"
2,National_Elk_Refuge,Feb 2022 , Couples,"Kiawah Island, SC ",Great for wildlife enthusiasts,"We visited the refuge and took a sleigh ride to get closer to the elk.ourguide was great. It’s such an interesting place to view, photograph or drive around. Also visit the visitor center while there. There is some good information, an observation deck and a very nice gift shop"
3,National_Elk_Refuge,Jan 2022 , Friends, ,Great time,"Our tour guide, Lynn was fantastic! He was super knowledgeable and full of great information. We had an awesome experience!"
4,National_Elk_Refuge,Jan 2022,not available,Arizona ,Wished We Had Time To Go,"Odd to review a place we didn't actually get to, but we watched from across the road and saw the beautiful and plentiful Elk along with four Gray Wolves! It was incredible. The sleds stayed out there so people could get pictures and another group we were with who went previously said it was a fantastic. Something for the whole family!"
5,National_Elk_Refuge,Jan 2022,not available,"County Limerick, Ireland ",Get Up Close to the Elk,"Must take a sleigh ride to see the elk. Our driver Clint, exceptional. Come within 10 feet of a bull elk."
6,National_Elk_Refuge,Jan 2022,not available,"Birmingham, Alabama ",Nice Visit,Tour guide was wonderful. She was very engaged with our group. We were able to see plenty of Elk. The sled was nice pulled by the horses. It was bitterly cold that morning. Be prepared!
7,National_Elk_Refuge,Jan 2022 , Family,"Gonzales, TX ",Snowy day tour,It was snowing while we took our sleigh ride which just made it more fun. We saw beards of elk up close. Bulls and cows. The tour guide was knowledgeable and answered everyone’s questions well lots of chances for good pictures. Have to buy tickets at the Jackson hole visitors center and take a shuttle to get to the refuge. You can also park at viewing areas along the road and see them from further away.  I am told it’s best in the winter. In summer they migrate back into the mountains
8,National_Elk_Refuge,Dec 2021,not available,Mankato ,Up close viewing of the elk,Wonderful sleigh ride into the refuge. Our sleigh driver was very knowledgeable about the elk and the area. Would definitely recommend.
9,National_Elk_Refuge,Jan 2021,not available,"Bartow, FL ",Cold but loved it,"First let me say, if you do not bring a blanket, please buy one. Not only does the money from the blanket sells help the refuge but you will definitely need that blanket. The sleigh ride is pretty bumpy. But we got really close to elk and loved every second"
10,National_Elk_Refuge,Sep 2021 , Solo,"Lafayette, LA ",Vacation,It’s a beautiful place and very nice drive in the refuge. There’s a few stops you can make. The ranch is closed to the public. A few markers with the info of the animals that take refuge there. There were no Elks in sight. So a little disappointing.
11,National_Elk_Refuge,Aug 2021,not available,"Rochester, MN, ",Wild Elk,Large refuge. Occasionally can see the elk from the highway when driving past. They reminded me of tame fenced in elk until I learned they are in fact wild but returning to the area to be fed.
12,National_Elk_Refuge,Jul 2021,not available,"Palm Beach Gardens, FL ",Unremarkable,WE didn't see any elk here but saw many driving 1000 miles from Jackson to Cody & throughout Yellowstone.
13,National_Elk_Refuge,Jul 2021,not available,"San Diego, CA ",Herds of elk and bison on parade,"Impressive animals. Plan to start before dawn. Establish a route to include the reserve, Signal Mountain, Jenny Lake and other attractions. To ensure you cover the best and get educated, hire a guide (Team 399 and Jack Bayles did a fine job for our family),"
14,National_Elk_Refuge,Jun 2021,not available,"Bakersfield, CA ",Didn't see elk behind the high fence.,"High-fenced enclosure (mostly to protect them from highway traffic). Didn't see any elk, but the area behind the fence is a marshland with lots of waterfowl to view."
15,National_Elk_Refuge,Jun 2021 , Family,"Indiana, PA ",Wrong time of the year,We visited at the end of June and saw one mule deer. Apparently the elk more into the park in the warmer months. We were told best time to view is winter months.
16,National_Elk_Refuge,Jun 2021,not available, ,No Elk,We drove past the refuge atleast 2 times a day for 8 days. We never saw an elk even in the distance with binoculars.
17,National_Elk_Refuge,May 2021,not available,"Port Charlotte, FL ",Not Much to See,We drove the dirt road through the National Elk Refuge in hopes of seeing wildlife. It seems that most of the animals had moved to higher pastures to escape the heat and pesky insects. We did get to see a small herd of Big Horn Sheep who were grazing along the roadside. I'd recommend this trip in colder weather.
18,National_Elk_Refuge,May 2021,not available, ,Disappointed,We spent 3 days in this area and most of the elk were too far away to really see. Better views in GTNP.
19,National_Elk_Refuge,May 2021,not available, ,"convenient, some wildlife","Saw mountain herd of sheep, lone juvenile elk, three elk chasing coyote. Drove to very end of dirt rode, stopped and watched. It was just 5 minutes from Jackson hotel."
20,National_Elk_Refuge,May 2021,not available,"Atlanta, GA ",great and easy place to visit,I did not see elk - but we did see sheep. It is right next to Jackson Hole so you can't miss it and it is worthwhile.
21,National_Elk_Refuge,May 2021 , Couples,"Pasadena, MD ",Near our place,Saw rams and elks and beautiful view . A picture view that looks like should be in pictures of the Grand Tetons
22,National_Elk_Refuge,Apr 2021 , Couples,"Prosper, TX ",You can drive around the back side.,We happened upon a rear entrance of the Refuge which produced excellent wildlife viewing opportunities of elk and big horn sheep.
23,National_Elk_Refuge,Apr 2021,not available, ,Best up close elk experience of our trip,"We got the closest to the elk with this tour versus our longer, more expensive wildlife tour. Our guide was great with lots of knowledge of the area and the elk. Take a trip before March if you want to see the elk with horns though."
24,National_Elk_Refuge,Mar 2021,not available,"Kinmundy, IL ",Elk Up Close and Personal,"When there is snow on the ground, it's a sleigh ride. When the ground is exposed, it's a wagon ride. Either way, it's enjoyable. A cowboy drives ticket holders on a comfortable bus from downtown Jackson Hole to the refuge. Cowboys and Cowgirls drove teams of horses through the refuge, stopping close to the herd for photo ops and lots of information about elk. This is a good way to be close to wildlife while being safe and not disturbing them."
25,National_Elk_Refuge,Apr 2021 , Family,"Victoria, MN ",Drive through and saw moose & elk,"This was a nice drive through the refuge. We could see that the sleigh ride option did get people closer to the Elk, but we were able to see the animals from a distance. Some people were biking and walking along the road, or stopped to take pictures."
26,National_Elk_Refuge,Mar 2021 , Couples,"Nashville, TN ",Family-run tour + sneak peek into the refuge operations,"The wagon ride onto the refuge was $27 pp so if you have a car, or are staying close, there is no reason to pay for an expensive tour. Tickets are available at the white trailer parked in front of the visitor center. A shuttle will take you to the refuge and bring you back.    Take a blanket with you if it is cool - or you can purchase one from the ticket booth.    It was a short tour and moderately informative ride. Our driver was good spirited and tolerated a very inquisitive group of riders very well. He informed us that his family holds a contract with the federal government to run the excursions, so he grew up doing these tours. They also do rides, camping, and chuck wagon experiences throughout the year (differing locations).    It was nice to get to visit the horses up close after the ride. They are HUGE.    You can drive around the refuge and there are trails around the backside over the butte. I’m sure you can find most of the info on the website 😅 but it’s nice to hear the details from a live person.    We stayed at Rustic Inn, just up the way and didn’t realize until our last few days that we had a direct view to the refuge from a park across the street. 😅"
27,National_Elk_Refuge,Feb 2021 , Couples,"Birmingham, AL ",Absolutely amazing!!!,Such a great experience! Highly recommend! Very knowledgeable and really enjoyed this. My fav thing we did in Jackson Hole
28,National_Elk_Refuge,Jan 2021,not available,"West Springfield, VA ",Interesting and informative!,"Was awesome to see all the elk and to hear about the refuge, as well as the elk and their travels. Beautiful creatures, beautiful scenery."
29,National_Elk_Refuge,Mar 2021,not available,"Dry Prong, LA ",Wildlife tour,Me and my wife loved the friendliness and knowledge of both the guide and the bus driver! My favor part was taking pictures and being able to get so close!  We also saw a ball eagle and some more wildlife!
30,National_Elk_Refuge,Feb 2021 , Couples,"Kingsville, MD ",Good for families and to be closer to the elk,"Great opportunity to take pictures up close and from a safe spot. Ideal for families with small children. Purchased tickets from the booth at the visitor center, where we were picked up and transported to/from the refuge. Employees are very friendly."
31,National_Elk_Refuge,Feb 2021,not available,"Asheville, NC ",A great little pit stop,"For only an hour-long experience, this packs a punch. Our guide Conner was great and we were thankful for all his knowledge of the refuge, the history, and the elk themselves. It was amazing to see so many elk in one place amidst the amazing backdrop of the Tetons. Buying our tickets and shuttling to the sleigh couldn't have been easier and the ride itself was such a trip. A true Jackson must-do!"
32,National_Elk_Refuge,Feb 2021 , Family,"Banff, Canada ",Wonderful sleigh ride seeing the elk.,Wonderful sleigh ride seeing the elk. Our driver was very knowledgeable and funny. The elk were amazing especially the sounds they make.
33,National_Elk_Refuge,Feb 2021 , Couples,"Cabo San Lucas, Mexico, ",Nice short tour,"We enjoyed our trip to see the elk out on the reserve. Got our tickets in town, waited in the car for a text to board the bus and get on our sled. Our guide was very energetic and enthusiastic about her job. Would recommend"
34,National_Elk_Refuge,Feb 2021 , Friends, ,Snowmobile trip,"Had a great time, made reservations for 12 noon and they were about 15 minutes late, not bad for snow covered roads. They furnish transportation from the Jackson Hole visitor center to and from the Refuge. Take a blanket and dress for the cold, it's flat with nothing stopping the wind.  Our guide was very knowledgeable and answered all our questions. Other than getting cold, we're glad we went. From pick up to drop off about 2 hours."
35,National_Elk_Refuge,Feb 2021,not available, ,Majestic creatures,"Such and amazing day with the family. We literally marveled at these beautiful creatures right in their natural habitat. Great job by our tour guide who was not only educational, but funny along the way. It’s no fast roller coaster ride or amusement, but rather even better where you can just sit and relax, listen to the peace and quiet, and watch hundreds and hundreds of elk live in their own natural environment."
36,National_Elk_Refuge,Feb 2021 , Couples,"Cartersville, GA ",Near experience,"Wagons led by horses take you up close and personal with hundreds of elk. Informative, affordable and fun!"
37,National_Elk_Refuge,Feb 2021 , Couples, ,Elk refuge,Super cool! We got takeout lunch and watched the elk with our binoculars . The sleigh ride was also a really cool experience
38,National_Elk_Refuge,Feb 2021 , Friends,"Valdosta, GA ",Worth the time!!,My brother & I went on the sleigh ride through the refuge today & had a great time! Our bus driver Kyle was very friendly. Drove us right up to the sleigh. Our sleigh guide was Clint. He was very engaging & knowledgeable about the Elk. Clint made sure to answer any of our questions & made sure that we had a good view of the Elk. Highly Recommend!
39,National_Elk_Refuge,Feb 2021,not available,"Daphne, AL ",Sleigh ride,This was really amazing. Be prepared for extreme cold. You’ll be able to get really close to the herd and learn a lot about the history of the refuge.
40,National_Elk_Refuge,Jan 2021,not available,"De Pere, WI ",Highlight of our Jackson stay,"I have had the opportunity to visit the Jackson Hole area numerous times during the spring, summer, and autumn season but this was the first time I visited the area during the winter. The National Elk Refuge was at the top of my list to visit.    This review will consist of two parts: the sleigh ride tour of the elk herds and the refuge road scenic drive.    Tickets for the 90-minute sleigh ride tour can be purchased on-line or at the Jackson Visitor Center on the north outskirts of town. The Visitor Center is actually closed due to COVID but a mobile ticket center is operational. We arrived a little after 9:00 A.M to purchase our tickets. The first tour begins at 10 and we were loaded on the bus around 10:10 for the short ride to the refuge. The sleigh’s capacity is 20 guests but they are limiting the tour to 10 due to COVID. On our tour everyone was in compliance in regards to wearing a mask. Blankets can be purchased for $40.    The sleigh is pulled by two draft horses and can be rather bumpy (and cold). Our guide was Bridger and he did an excellent job of discussing the purpose of the refuge and providing information about the elk herd. The herds are massive. We did not see any huge bulls on our tour and Bridger indicated this was the norm as they prefer to form small bachelor groups rather than join the large herds at the refuge. We had three or four stops for photos along the perimeter of the herd. Well worth the $27 fee for the tour.    An even better bargain is the refuge road scenic drive (Free). This road goes through part of the refuge and while we did not see elk on this road, bighorn sheep were prevalent. To find the road, drive past the Jackson hospital and you will arrive at a large National Elk Refuge sign. I have driven this road in the fall and summer and seen very little but this trip we drove the road twice and were delighted to be in close proximity of a large herd of sheep both days (40 to 50). For me this was the highlight of our Jackson stay."
41,National_Elk_Refuge,Feb 2021,not available,"Fort Myers, FL ",Must see elk refuge,This refuge is beautiful. Tours are able to get you a close to herds of elk in the wild! Natural living is preserved in a wonderful way!
42,National_Elk_Refuge,Jan 2021 , Couples, ,Nice Peaceful Side Trip,We purchased our tickets online and pick them up at the little mobile trailer at the Chamber of Commerce parking lot. I think this is also the town visitor center. Visitor center is closed due to Covid. From the ticket pick up a bus picked us up and drove us a few miles to the refuge.  At the refuge we hopped on a sleigh pulled by horses. The tour lasts about an hour to an hour and a half. The sleigh is bumpy. I really didn’t expect that. The elk really seem unfazed by the horses in the sleigh. All in all it was a nice side trip
43,National_Elk_Refuge,Jan 2021 , Family,"Hoover, AL, ",Lots of Elk,There were lots of elk in this refuge. We did not do the sleigh tour. Can see a lot from pulling over on the highway.
44,National_Elk_Refuge,Dec 2020,not available,"Jonesboro, GA ",Winter 2020,"Very cold sleigh ride, but being able to be in the middle of all of the animals was amazing. Also drove to the back side of the refuge and saw the sheep."
45,National_Elk_Refuge,Jan 2021 , Couples,Arizona ,Not covid friendly,"If you are at all concerned about Covid, would NOT recommend this tour, half the people weren’t wearing masks or had them around their chin. As we were boarding our sleigh half of our group was maskless so we asked one of the employees if masks were required, she responded with “we aren’t the mask police”, we asked to wait for another sleigh and were told that there may not be space at all in the day. The manager then came out and asked everyone on our sleigh if they could put on masks, which most put on just on their chin and took off later. The tour guide also never mentioned anything.    Wildlife tour is great but would hold off until after the pandemic"
46,National_Elk_Refuge,Jan 2021,not available,"Boston, MA ",Last minute excursion before we left Jackson Hole,A must do for up close and personal experience in the refuge! Very informative and beautiful to experience!
47,National_Elk_Refuge,Jan 2021 , Couples,"Dingmans Ferry, PA ",Sleigh Ride Through The Refuge,My wife and I took the sleigh ride in the refuge. It was interesting to see and hear about the refuge on the ride.During our ride we also saw a Bald Eagle and a group of coyotes hunting in the refuge. We also heard them howling in the distance. This is the only way to see the elk up close. Drive back into town to take the refuge car drive to see a heard of Bighorn Sheep on the other side of the refuge!
48,National_Elk_Refuge,Jan 2021,not available,"Atlanta, GA ",Informative & Unique Experience,"We really enjoyed our experience. We went around 2:30 in the afternoon, which paid off because that's apparently around the time the elk start moving around again during the day. Our guide Dallee was extremely knowledgeable and friendly. It was really neat to see the animals up close and learn more about their lives and the influence the refuge has on them. We would recommend this activity for those traveling to Jackson."
49,National_Elk_Refuge,Jan 2021 , Couples, ,Best value guided trip in jackson,"An amazing experience, we lucked out and had bridger as a guide, he was incredibly knowledgeable and charasmatic. Definitely made the experience. We saw so many elk! And for 27 dollars is easily one of the cheapest things to do in jackson but man is it worth it. Will definitely be returning sometime in the season. Also if you read the one star reviews you may have realized that if you come here outside of the elk migration, you won't see any elk. A very hard concept for some people apparently. So please do the bare minimum of research in order to assure you have as wonderful a time as I did."
50,National_Elk_Refuge,Jan 2021,not available,"Dawsonville, GA ",Definitely worth the trip,"Although we had book a Wednesday morning tour on our way from the airport on Monday we saw large numbers of Elk already on the refuge so we immediately stopped and purchased our tickets. After a short five minute van ride we boarded a wagon with a wonderful guide that took us right into the center of the heard. We saw everything from massive bulls to small cows. In addition our guide provided a very informative talk about the refuge , its history, mission and operation. It was definitely worth the price. Just be sure to dress warmly and don`t be surprised by a bumpy ride."
51,National_Elk_Refuge,Jan 2021,not available, ,A very interesting 1 hour tour with lots of information and picture taking opportunities,We went on the first sled of the morning 10 AM It was snowing which made the horse drawn sled even more interesting. Our sled driver & tour guide was very knowledgeable. We stopped several times to take a closer look and pictures of the elk.
52,National_Elk_Refuge,Jan 2021 , Friends, ,Highly Recommend!,So much fun! The elk were beautiful and the horses were so much fun to meet afterwards! Buy the blanket ahead of time....it’s cold out there!
